,input,output
613,dataset/155.png,dataset/155_mask.png
614,dataset/1550.png,dataset/1550_mask.png
615,dataset/1551.png,dataset/1551_mask.png
616,dataset/1552.png,dataset/1552_mask.png
617,dataset/1553.png,dataset/1553_mask.png
618,dataset/1554.png,dataset/1554_mask.png
619,dataset/1555.png,dataset/1555_mask.png
620,dataset/1556.png,dataset/1556_mask.png
621,dataset/1557.png,dataset/1557_mask.png
622,dataset/1558.png,dataset/1558_mask.png
623,dataset/1559.png,dataset/1559_mask.png
624,dataset/156.png,dataset/156_mask.png
625,dataset/1560.png,dataset/1560_mask.png
626,dataset/1561.png,dataset/1561_mask.png
627,dataset/1562.png,dataset/1562_mask.png
628,dataset/1563.png,dataset/1563_mask.png
629,dataset/1564.png,dataset/1564_mask.png
630,dataset/1565.png,dataset/1565_mask.png
631,dataset/1566.png,dataset/1566_mask.png
632,dataset/1567.png,dataset/1567_mask.png
633,dataset/1568.png,dataset/1568_mask.png
634,dataset/1569.png,dataset/1569_mask.png
635,dataset/157.png,dataset/157_mask.png
636,dataset/1570.png,dataset/1570_mask.png
637,dataset/1571.png,dataset/1571_mask.png
638,dataset/1572.png,dataset/1572_mask.png
639,dataset/1573.png,dataset/1573_mask.png
640,dataset/1574.png,dataset/1574_mask.png
641,dataset/1575.png,dataset/1575_mask.png
642,dataset/1576.png,dataset/1576_mask.png
643,dataset/1577.png,dataset/1577_mask.png
644,dataset/1578.png,dataset/1578_mask.png
645,dataset/1579.png,dataset/1579_mask.png
646,dataset/158.png,dataset/158_mask.png
647,dataset/1580.png,dataset/1580_mask.png
648,dataset/1581.png,dataset/1581_mask.png
649,dataset/1582.png,dataset/1582_mask.png
650,dataset/1583.png,dataset/1583_mask.png
651,dataset/1584.png,dataset/1584_mask.png
652,dataset/1585.png,dataset/1585_mask.png
653,dataset/1586.png,dataset/1586_mask.png
654,dataset/1587.png,dataset/1587_mask.png
655,dataset/1588.png,dataset/1588_mask.png
656,dataset/1589.png,dataset/1589_mask.png
657,dataset/159.png,dataset/159_mask.png
658,dataset/1590.png,dataset/1590_mask.png
659,dataset/1591.png,dataset/1591_mask.png
660,dataset/1592.png,dataset/1592_mask.png
661,dataset/1593.png,dataset/1593_mask.png
662,dataset/1594.png,dataset/1594_mask.png
663,dataset/1595.png,dataset/1595_mask.png
664,dataset/1596.png,dataset/1596_mask.png
665,dataset/1597.png,dataset/1597_mask.png
666,dataset/1598.png,dataset/1598_mask.png
667,dataset/1599.png,dataset/1599_mask.png
668,dataset/16.png,dataset/16_mask.png
669,dataset/160.png,dataset/160_mask.png
670,dataset/1600.png,dataset/1600_mask.png
671,dataset/1601.png,dataset/1601_mask.png
672,dataset/1602.png,dataset/1602_mask.png
673,dataset/1603.png,dataset/1603_mask.png
674,dataset/1604.png,dataset/1604_mask.png
675,dataset/1605.png,dataset/1605_mask.png
676,dataset/1606.png,dataset/1606_mask.png
677,dataset/1607.png,dataset/1607_mask.png
678,dataset/1608.png,dataset/1608_mask.png
679,dataset/1609.png,dataset/1609_mask.png
680,dataset/161.png,dataset/161_mask.png
681,dataset/1610.png,dataset/1610_mask.png
682,dataset/1611.png,dataset/1611_mask.png
683,dataset/1612.png,dataset/1612_mask.png
684,dataset/1613.png,dataset/1613_mask.png
685,dataset/1614.png,dataset/1614_mask.png
686,dataset/1615.png,dataset/1615_mask.png
687,dataset/1616.png,dataset/1616_mask.png
688,dataset/1617.png,dataset/1617_mask.png
689,dataset/1618.png,dataset/1618_mask.png
690,dataset/1619.png,dataset/1619_mask.png
691,dataset/162.png,dataset/162_mask.png
692,dataset/1620.png,dataset/1620_mask.png
693,dataset/1621.png,dataset/1621_mask.png
694,dataset/1622.png,dataset/1622_mask.png
695,dataset/1623.png,dataset/1623_mask.png
696,dataset/1624.png,dataset/1624_mask.png
697,dataset/1625.png,dataset/1625_mask.png
698,dataset/1626.png,dataset/1626_mask.png
699,dataset/1627.png,dataset/1627_mask.png
700,dataset/1628.png,dataset/1628_mask.png
701,dataset/1629.png,dataset/1629_mask.png
702,dataset/163.png,dataset/163_mask.png
703,dataset/1630.png,dataset/1630_mask.png
704,dataset/1631.png,dataset/1631_mask.png
705,dataset/1632.png,dataset/1632_mask.png
706,dataset/1633.png,dataset/1633_mask.png
707,dataset/1634.png,dataset/1634_mask.png
708,dataset/1635.png,dataset/1635_mask.png
709,dataset/1636.png,dataset/1636_mask.png
710,dataset/1637.png,dataset/1637_mask.png
711,dataset/1638.png,dataset/1638_mask.png
712,dataset/1639.png,dataset/1639_mask.png
713,dataset/164.png,dataset/164_mask.png
714,dataset/1640.png,dataset/1640_mask.png
715,dataset/1641.png,dataset/1641_mask.png
716,dataset/1642.png,dataset/1642_mask.png
717,dataset/1643.png,dataset/1643_mask.png
718,dataset/1644.png,dataset/1644_mask.png
719,dataset/1645.png,dataset/1645_mask.png
720,dataset/1646.png,dataset/1646_mask.png
721,dataset/1647.png,dataset/1647_mask.png
722,dataset/1648.png,dataset/1648_mask.png
723,dataset/1649.png,dataset/1649_mask.png
724,dataset/165.png,dataset/165_mask.png
725,dataset/1650.png,dataset/1650_mask.png
726,dataset/1651.png,dataset/1651_mask.png
727,dataset/1652.png,dataset/1652_mask.png
728,dataset/1653.png,dataset/1653_mask.png
729,dataset/1654.png,dataset/1654_mask.png
730,dataset/1655.png,dataset/1655_mask.png
731,dataset/1656.png,dataset/1656_mask.png
732,dataset/1657.png,dataset/1657_mask.png
733,dataset/1658.png,dataset/1658_mask.png
734,dataset/1659.png,dataset/1659_mask.png
735,dataset/166.png,dataset/166_mask.png
736,dataset/1660.png,dataset/1660_mask.png
737,dataset/1661.png,dataset/1661_mask.png
738,dataset/1662.png,dataset/1662_mask.png
739,dataset/1663.png,dataset/1663_mask.png
740,dataset/1664.png,dataset/1664_mask.png
741,dataset/1665.png,dataset/1665_mask.png
742,dataset/1666.png,dataset/1666_mask.png
743,dataset/1667.png,dataset/1667_mask.png
744,dataset/1668.png,dataset/1668_mask.png
745,dataset/1669.png,dataset/1669_mask.png
746,dataset/167.png,dataset/167_mask.png
747,dataset/1670.png,dataset/1670_mask.png
748,dataset/1671.png,dataset/1671_mask.png
749,dataset/1672.png,dataset/1672_mask.png
750,dataset/1673.png,dataset/1673_mask.png
751,dataset/1674.png,dataset/1674_mask.png
752,dataset/1675.png,dataset/1675_mask.png
753,dataset/1676.png,dataset/1676_mask.png
754,dataset/1677.png,dataset/1677_mask.png
755,dataset/1678.png,dataset/1678_mask.png
756,dataset/1679.png,dataset/1679_mask.png
757,dataset/168.png,dataset/168_mask.png
758,dataset/1680.png,dataset/1680_mask.png
759,dataset/1681.png,dataset/1681_mask.png
760,dataset/1682.png,dataset/1682_mask.png
761,dataset/1683.png,dataset/1683_mask.png
762,dataset/1684.png,dataset/1684_mask.png
763,dataset/1685.png,dataset/1685_mask.png
764,dataset/1686.png,dataset/1686_mask.png
765,dataset/1687.png,dataset/1687_mask.png
766,dataset/1688.png,dataset/1688_mask.png
767,dataset/1689.png,dataset/1689_mask.png
768,dataset/169.png,dataset/169_mask.png
769,dataset/1690.png,dataset/1690_mask.png
770,dataset/1691.png,dataset/1691_mask.png
771,dataset/1692.png,dataset/1692_mask.png
772,dataset/1693.png,dataset/1693_mask.png
773,dataset/1694.png,dataset/1694_mask.png
774,dataset/1695.png,dataset/1695_mask.png
775,dataset/1696.png,dataset/1696_mask.png
776,dataset/1697.png,dataset/1697_mask.png
777,dataset/1698.png,dataset/1698_mask.png
778,dataset/1699.png,dataset/1699_mask.png
779,dataset/17.png,dataset/17_mask.png
780,dataset/170.png,dataset/170_mask.png
781,dataset/1700.png,dataset/1700_mask.png
782,dataset/1701.png,dataset/1701_mask.png
783,dataset/1702.png,dataset/1702_mask.png
784,dataset/1703.png,dataset/1703_mask.png
785,dataset/1704.png,dataset/1704_mask.png
786,dataset/1705.png,dataset/1705_mask.png
787,dataset/1706.png,dataset/1706_mask.png
788,dataset/1707.png,dataset/1707_mask.png
789,dataset/1708.png,dataset/1708_mask.png
790,dataset/1709.png,dataset/1709_mask.png
791,dataset/171.png,dataset/171_mask.png
792,dataset/1710.png,dataset/1710_mask.png
793,dataset/1711.png,dataset/1711_mask.png
794,dataset/1712.png,dataset/1712_mask.png
795,dataset/1713.png,dataset/1713_mask.png
796,dataset/1714.png,dataset/1714_mask.png
797,dataset/1715.png,dataset/1715_mask.png
798,dataset/1716.png,dataset/1716_mask.png
799,dataset/1717.png,dataset/1717_mask.png
800,dataset/1718.png,dataset/1718_mask.png
801,dataset/1719.png,dataset/1719_mask.png
802,dataset/172.png,dataset/172_mask.png
803,dataset/1720.png,dataset/1720_mask.png
804,dataset/1721.png,dataset/1721_mask.png
805,dataset/1722.png,dataset/1722_mask.png
806,dataset/1723.png,dataset/1723_mask.png
807,dataset/1724.png,dataset/1724_mask.png
808,dataset/1725.png,dataset/1725_mask.png
809,dataset/1726.png,dataset/1726_mask.png
810,dataset/1727.png,dataset/1727_mask.png
811,dataset/1728.png,dataset/1728_mask.png
812,dataset/1729.png,dataset/1729_mask.png
813,dataset/173.png,dataset/173_mask.png
814,dataset/1730.png,dataset/1730_mask.png
815,dataset/1731.png,dataset/1731_mask.png
816,dataset/1732.png,dataset/1732_mask.png
817,dataset/1733.png,dataset/1733_mask.png
818,dataset/1734.png,dataset/1734_mask.png
819,dataset/1735.png,dataset/1735_mask.png
820,dataset/1736.png,dataset/1736_mask.png
821,dataset/1737.png,dataset/1737_mask.png
822,dataset/1738.png,dataset/1738_mask.png
823,dataset/1739.png,dataset/1739_mask.png
824,dataset/174.png,dataset/174_mask.png
825,dataset/1740.png,dataset/1740_mask.png
826,dataset/1741.png,dataset/1741_mask.png
827,dataset/1742.png,dataset/1742_mask.png
828,dataset/1743.png,dataset/1743_mask.png
829,dataset/1744.png,dataset/1744_mask.png
830,dataset/1745.png,dataset/1745_mask.png
831,dataset/1746.png,dataset/1746_mask.png
832,dataset/1747.png,dataset/1747_mask.png
833,dataset/1748.png,dataset/1748_mask.png
834,dataset/1749.png,dataset/1749_mask.png
835,dataset/175.png,dataset/175_mask.png
836,dataset/1750.png,dataset/1750_mask.png
837,dataset/1751.png,dataset/1751_mask.png
838,dataset/1752.png,dataset/1752_mask.png
839,dataset/1753.png,dataset/1753_mask.png
840,dataset/1754.png,dataset/1754_mask.png
841,dataset/1755.png,dataset/1755_mask.png
842,dataset/1756.png,dataset/1756_mask.png
843,dataset/1757.png,dataset/1757_mask.png
844,dataset/1758.png,dataset/1758_mask.png
845,dataset/1759.png,dataset/1759_mask.png
846,dataset/176.png,dataset/176_mask.png
847,dataset/1760.png,dataset/1760_mask.png
848,dataset/1761.png,dataset/1761_mask.png
849,dataset/1762.png,dataset/1762_mask.png
850,dataset/1763.png,dataset/1763_mask.png
851,dataset/1764.png,dataset/1764_mask.png
852,dataset/1765.png,dataset/1765_mask.png
853,dataset/1766.png,dataset/1766_mask.png
854,dataset/1767.png,dataset/1767_mask.png
855,dataset/1768.png,dataset/1768_mask.png
856,dataset/1769.png,dataset/1769_mask.png
857,dataset/177.png,dataset/177_mask.png
858,dataset/1770.png,dataset/1770_mask.png
859,dataset/1771.png,dataset/1771_mask.png
860,dataset/1772.png,dataset/1772_mask.png
861,dataset/1773.png,dataset/1773_mask.png
862,dataset/1774.png,dataset/1774_mask.png
863,dataset/1775.png,dataset/1775_mask.png
864,dataset/1776.png,dataset/1776_mask.png
865,dataset/1777.png,dataset/1777_mask.png
866,dataset/1778.png,dataset/1778_mask.png
867,dataset/1779.png,dataset/1779_mask.png
868,dataset/178.png,dataset/178_mask.png
869,dataset/1780.png,dataset/1780_mask.png
870,dataset/1781.png,dataset/1781_mask.png
871,dataset/1782.png,dataset/1782_mask.png
872,dataset/1783.png,dataset/1783_mask.png
873,dataset/1784.png,dataset/1784_mask.png
874,dataset/1785.png,dataset/1785_mask.png
875,dataset/1786.png,dataset/1786_mask.png
876,dataset/1787.png,dataset/1787_mask.png
877,dataset/1788.png,dataset/1788_mask.png
878,dataset/1789.png,dataset/1789_mask.png
879,dataset/179.png,dataset/179_mask.png
880,dataset/1790.png,dataset/1790_mask.png
881,dataset/1791.png,dataset/1791_mask.png
882,dataset/1792.png,dataset/1792_mask.png
883,dataset/1793.png,dataset/1793_mask.png
884,dataset/1794.png,dataset/1794_mask.png
885,dataset/1795.png,dataset/1795_mask.png
886,dataset/1796.png,dataset/1796_mask.png
887,dataset/1797.png,dataset/1797_mask.png
888,dataset/1798.png,dataset/1798_mask.png
889,dataset/1799.png,dataset/1799_mask.png
890,dataset/18.png,dataset/18_mask.png
891,dataset/180.png,dataset/180_mask.png
892,dataset/1800.png,dataset/1800_mask.png
893,dataset/1801.png,dataset/1801_mask.png
894,dataset/1802.png,dataset/1802_mask.png
895,dataset/1803.png,dataset/1803_mask.png
896,dataset/1804.png,dataset/1804_mask.png
897,dataset/1805.png,dataset/1805_mask.png
898,dataset/1806.png,dataset/1806_mask.png
899,dataset/1807.png,dataset/1807_mask.png
900,dataset/1808.png,dataset/1808_mask.png
901,dataset/1809.png,dataset/1809_mask.png
902,dataset/181.png,dataset/181_mask.png
903,dataset/1810.png,dataset/1810_mask.png
904,dataset/1811.png,dataset/1811_mask.png
905,dataset/1812.png,dataset/1812_mask.png
906,dataset/1813.png,dataset/1813_mask.png
907,dataset/1814.png,dataset/1814_mask.png
908,dataset/1815.png,dataset/1815_mask.png
909,dataset/1816.png,dataset/1816_mask.png
910,dataset/1817.png,dataset/1817_mask.png
911,dataset/1818.png,dataset/1818_mask.png
912,dataset/1819.png,dataset/1819_mask.png
913,dataset/182.png,dataset/182_mask.png
914,dataset/1820.png,dataset/1820_mask.png
915,dataset/1821.png,dataset/1821_mask.png
916,dataset/1822.png,dataset/1822_mask.png
917,dataset/1823.png,dataset/1823_mask.png
918,dataset/1824.png,dataset/1824_mask.png
919,dataset/1825.png,dataset/1825_mask.png
920,dataset/1826.png,dataset/1826_mask.png
921,dataset/1827.png,dataset/1827_mask.png
922,dataset/1828.png,dataset/1828_mask.png
923,dataset/1829.png,dataset/1829_mask.png
924,dataset/183.png,dataset/183_mask.png
925,dataset/1830.png,dataset/1830_mask.png
926,dataset/1831.png,dataset/1831_mask.png
927,dataset/1832.png,dataset/1832_mask.png
928,dataset/1833.png,dataset/1833_mask.png
929,dataset/1834.png,dataset/1834_mask.png
930,dataset/1835.png,dataset/1835_mask.png
931,dataset/1836.png,dataset/1836_mask.png
932,dataset/1837.png,dataset/1837_mask.png
933,dataset/1838.png,dataset/1838_mask.png
934,dataset/1839.png,dataset/1839_mask.png
935,dataset/184.png,dataset/184_mask.png
936,dataset/1840.png,dataset/1840_mask.png
937,dataset/1841.png,dataset/1841_mask.png
938,dataset/1842.png,dataset/1842_mask.png
939,dataset/1843.png,dataset/1843_mask.png
940,dataset/1844.png,dataset/1844_mask.png
941,dataset/1845.png,dataset/1845_mask.png
942,dataset/1846.png,dataset/1846_mask.png
943,dataset/1847.png,dataset/1847_mask.png
944,dataset/1848.png,dataset/1848_mask.png
945,dataset/1849.png,dataset/1849_mask.png
946,dataset/185.png,dataset/185_mask.png
947,dataset/1850.png,dataset/1850_mask.png
948,dataset/1851.png,dataset/1851_mask.png
949,dataset/1852.png,dataset/1852_mask.png
950,dataset/1853.png,dataset/1853_mask.png
951,dataset/1854.png,dataset/1854_mask.png
952,dataset/1855.png,dataset/1855_mask.png
953,dataset/1856.png,dataset/1856_mask.png
954,dataset/1857.png,dataset/1857_mask.png
955,dataset/1858.png,dataset/1858_mask.png
956,dataset/1859.png,dataset/1859_mask.png
957,dataset/186.png,dataset/186_mask.png
958,dataset/1860.png,dataset/1860_mask.png
959,dataset/1861.png,dataset/1861_mask.png
960,dataset/1862.png,dataset/1862_mask.png
961,dataset/1863.png,dataset/1863_mask.png
962,dataset/1864.png,dataset/1864_mask.png
963,dataset/1865.png,dataset/1865_mask.png
964,dataset/1866.png,dataset/1866_mask.png
965,dataset/1867.png,dataset/1867_mask.png
966,dataset/1868.png,dataset/1868_mask.png
967,dataset/1869.png,dataset/1869_mask.png
968,dataset/187.png,dataset/187_mask.png
969,dataset/1870.png,dataset/1870_mask.png
970,dataset/1871.png,dataset/1871_mask.png
971,dataset/1872.png,dataset/1872_mask.png
972,dataset/1873.png,dataset/1873_mask.png
973,dataset/1874.png,dataset/1874_mask.png
974,dataset/1875.png,dataset/1875_mask.png
975,dataset/1876.png,dataset/1876_mask.png
976,dataset/1877.png,dataset/1877_mask.png
977,dataset/1878.png,dataset/1878_mask.png
978,dataset/1879.png,dataset/1879_mask.png
979,dataset/188.png,dataset/188_mask.png
980,dataset/1880.png,dataset/1880_mask.png
981,dataset/1881.png,dataset/1881_mask.png
982,dataset/1882.png,dataset/1882_mask.png
983,dataset/1883.png,dataset/1883_mask.png
984,dataset/1884.png,dataset/1884_mask.png
985,dataset/1885.png,dataset/1885_mask.png
986,dataset/1886.png,dataset/1886_mask.png
987,dataset/1887.png,dataset/1887_mask.png
988,dataset/1888.png,dataset/1888_mask.png
989,dataset/1889.png,dataset/1889_mask.png
990,dataset/189.png,dataset/189_mask.png
991,dataset/1890.png,dataset/1890_mask.png
992,dataset/1891.png,dataset/1891_mask.png
993,dataset/1892.png,dataset/1892_mask.png
994,dataset/1893.png,dataset/1893_mask.png
995,dataset/1894.png,dataset/1894_mask.png
996,dataset/1895.png,dataset/1895_mask.png
997,dataset/1896.png,dataset/1896_mask.png
998,dataset/1897.png,dataset/1897_mask.png
999,dataset/1898.png,dataset/1898_mask.png
1000,dataset/1899.png,dataset/1899_mask.png
1001,dataset/19.png,dataset/19_mask.png
1002,dataset/190.png,dataset/190_mask.png
1003,dataset/1900.png,dataset/1900_mask.png
1004,dataset/1901.png,dataset/1901_mask.png
1005,dataset/1902.png,dataset/1902_mask.png
1006,dataset/1903.png,dataset/1903_mask.png
1007,dataset/1904.png,dataset/1904_mask.png
1008,dataset/1905.png,dataset/1905_mask.png
1009,dataset/1906.png,dataset/1906_mask.png
1010,dataset/1907.png,dataset/1907_mask.png
1011,dataset/1908.png,dataset/1908_mask.png
1012,dataset/1909.png,dataset/1909_mask.png
1013,dataset/191.png,dataset/191_mask.png
1014,dataset/1910.png,dataset/1910_mask.png
1015,dataset/1911.png,dataset/1911_mask.png
1016,dataset/1912.png,dataset/1912_mask.png
1017,dataset/1913.png,dataset/1913_mask.png
1018,dataset/1914.png,dataset/1914_mask.png
1019,dataset/1915.png,dataset/1915_mask.png
1020,dataset/1916.png,dataset/1916_mask.png
1021,dataset/1917.png,dataset/1917_mask.png
1022,dataset/1918.png,dataset/1918_mask.png
1023,dataset/1919.png,dataset/1919_mask.png
1024,dataset/192.png,dataset/192_mask.png
1025,dataset/1920.png,dataset/1920_mask.png
1026,dataset/1921.png,dataset/1921_mask.png
1027,dataset/1922.png,dataset/1922_mask.png
1028,dataset/1923.png,dataset/1923_mask.png
1029,dataset/1924.png,dataset/1924_mask.png
1030,dataset/1925.png,dataset/1925_mask.png
1031,dataset/1926.png,dataset/1926_mask.png
1032,dataset/1927.png,dataset/1927_mask.png
1033,dataset/1928.png,dataset/1928_mask.png
1034,dataset/1929.png,dataset/1929_mask.png
1035,dataset/193.png,dataset/193_mask.png
1036,dataset/1930.png,dataset/1930_mask.png
1037,dataset/1931.png,dataset/1931_mask.png
1038,dataset/1932.png,dataset/1932_mask.png
1039,dataset/1933.png,dataset/1933_mask.png
1040,dataset/1934.png,dataset/1934_mask.png
1041,dataset/1935.png,dataset/1935_mask.png
1042,dataset/1936.png,dataset/1936_mask.png
1043,dataset/1937.png,dataset/1937_mask.png
1044,dataset/1938.png,dataset/1938_mask.png
1045,dataset/1939.png,dataset/1939_mask.png
1046,dataset/194.png,dataset/194_mask.png
1047,dataset/1940.png,dataset/1940_mask.png
1048,dataset/1941.png,dataset/1941_mask.png
1049,dataset/1942.png,dataset/1942_mask.png
1050,dataset/1943.png,dataset/1943_mask.png
1051,dataset/1944.png,dataset/1944_mask.png
1052,dataset/1945.png,dataset/1945_mask.png
1053,dataset/1946.png,dataset/1946_mask.png
1054,dataset/1947.png,dataset/1947_mask.png
1055,dataset/1948.png,dataset/1948_mask.png
1056,dataset/1949.png,dataset/1949_mask.png
1057,dataset/195.png,dataset/195_mask.png
1058,dataset/1950.png,dataset/1950_mask.png
1059,dataset/1951.png,dataset/1951_mask.png
1060,dataset/1952.png,dataset/1952_mask.png
1061,dataset/1953.png,dataset/1953_mask.png
1062,dataset/1954.png,dataset/1954_mask.png
1063,dataset/1955.png,dataset/1955_mask.png
1064,dataset/1956.png,dataset/1956_mask.png
1065,dataset/1957.png,dataset/1957_mask.png
1066,dataset/1958.png,dataset/1958_mask.png
1067,dataset/1959.png,dataset/1959_mask.png
1068,dataset/196.png,dataset/196_mask.png
1069,dataset/1960.png,dataset/1960_mask.png
1070,dataset/1961.png,dataset/1961_mask.png
1071,dataset/1962.png,dataset/1962_mask.png
1072,dataset/1963.png,dataset/1963_mask.png
1073,dataset/1964.png,dataset/1964_mask.png
1074,dataset/1965.png,dataset/1965_mask.png
1075,dataset/1966.png,dataset/1966_mask.png
1076,dataset/1967.png,dataset/1967_mask.png
1077,dataset/1968.png,dataset/1968_mask.png
1078,dataset/1969.png,dataset/1969_mask.png
1079,dataset/197.png,dataset/197_mask.png
1080,dataset/1970.png,dataset/1970_mask.png
1081,dataset/1971.png,dataset/1971_mask.png
1082,dataset/1972.png,dataset/1972_mask.png
1083,dataset/1973.png,dataset/1973_mask.png
1084,dataset/1974.png,dataset/1974_mask.png
1085,dataset/1975.png,dataset/1975_mask.png
1086,dataset/1976.png,dataset/1976_mask.png
1087,dataset/1977.png,dataset/1977_mask.png
1088,dataset/1978.png,dataset/1978_mask.png
1089,dataset/1979.png,dataset/1979_mask.png
1090,dataset/198.png,dataset/198_mask.png
1091,dataset/1980.png,dataset/1980_mask.png
1092,dataset/1981.png,dataset/1981_mask.png
1093,dataset/1982.png,dataset/1982_mask.png
1094,dataset/1983.png,dataset/1983_mask.png
1095,dataset/1984.png,dataset/1984_mask.png
1096,dataset/1985.png,dataset/1985_mask.png
1097,dataset/1986.png,dataset/1986_mask.png
1098,dataset/1987.png,dataset/1987_mask.png
1099,dataset/1988.png,dataset/1988_mask.png
1100,dataset/1989.png,dataset/1989_mask.png
1101,dataset/199.png,dataset/199_mask.png
1102,dataset/1990.png,dataset/1990_mask.png
1103,dataset/1991.png,dataset/1991_mask.png
1104,dataset/1992.png,dataset/1992_mask.png
1105,dataset/1993.png,dataset/1993_mask.png
1106,dataset/1994.png,dataset/1994_mask.png
1107,dataset/1995.png,dataset/1995_mask.png
1108,dataset/1996.png,dataset/1996_mask.png
1109,dataset/1997.png,dataset/1997_mask.png
1110,dataset/1998.png,dataset/1998_mask.png
1111,dataset/1999.png,dataset/1999_mask.png
1112,dataset/2.png,dataset/2_mask.png
1113,dataset/20.png,dataset/20_mask.png
1114,dataset/200.png,dataset/200_mask.png
1115,dataset/2000.png,dataset/2000_mask.png
1116,dataset/2001.png,dataset/2001_mask.png
1117,dataset/2002.png,dataset/2002_mask.png
1118,dataset/2003.png,dataset/2003_mask.png
1119,dataset/2004.png,dataset/2004_mask.png
1120,dataset/2005.png,dataset/2005_mask.png
1121,dataset/2006.png,dataset/2006_mask.png
1122,dataset/2007.png,dataset/2007_mask.png
1123,dataset/2008.png,dataset/2008_mask.png
1124,dataset/2009.png,dataset/2009_mask.png
1125,dataset/201.png,dataset/201_mask.png
1126,dataset/2010.png,dataset/2010_mask.png
1127,dataset/2011.png,dataset/2011_mask.png
1128,dataset/2012.png,dataset/2012_mask.png
1129,dataset/2013.png,dataset/2013_mask.png
1130,dataset/2014.png,dataset/2014_mask.png
1131,dataset/2015.png,dataset/2015_mask.png
1132,dataset/2016.png,dataset/2016_mask.png
1133,dataset/2017.png,dataset/2017_mask.png
1134,dataset/2018.png,dataset/2018_mask.png
1135,dataset/2019.png,dataset/2019_mask.png
1136,dataset/202.png,dataset/202_mask.png
1137,dataset/2020.png,dataset/2020_mask.png
1138,dataset/2021.png,dataset/2021_mask.png
1139,dataset/2022.png,dataset/2022_mask.png
1140,dataset/2023.png,dataset/2023_mask.png
1141,dataset/2024.png,dataset/2024_mask.png
1142,dataset/2025.png,dataset/2025_mask.png
1143,dataset/2026.png,dataset/2026_mask.png
1144,dataset/2027.png,dataset/2027_mask.png
1145,dataset/2028.png,dataset/2028_mask.png
1146,dataset/2029.png,dataset/2029_mask.png
1147,dataset/203.png,dataset/203_mask.png
1148,dataset/2030.png,dataset/2030_mask.png
1149,dataset/2031.png,dataset/2031_mask.png
1150,dataset/2032.png,dataset/2032_mask.png
1151,dataset/2033.png,dataset/2033_mask.png
1152,dataset/2034.png,dataset/2034_mask.png
1153,dataset/2035.png,dataset/2035_mask.png
1154,dataset/2036.png,dataset/2036_mask.png
1155,dataset/2037.png,dataset/2037_mask.png
1156,dataset/2038.png,dataset/2038_mask.png
1157,dataset/2039.png,dataset/2039_mask.png
1158,dataset/204.png,dataset/204_mask.png
1159,dataset/2040.png,dataset/2040_mask.png
1160,dataset/2041.png,dataset/2041_mask.png
1161,dataset/2042.png,dataset/2042_mask.png
1162,dataset/2043.png,dataset/2043_mask.png
1163,dataset/2044.png,dataset/2044_mask.png
1164,dataset/2045.png,dataset/2045_mask.png
1165,dataset/2046.png,dataset/2046_mask.png
1166,dataset/2047.png,dataset/2047_mask.png
1167,dataset/2048.png,dataset/2048_mask.png
1168,dataset/2049.png,dataset/2049_mask.png
1169,dataset/205.png,dataset/205_mask.png
1170,dataset/2050.png,dataset/2050_mask.png
1171,dataset/2051.png,dataset/2051_mask.png
1172,dataset/2052.png,dataset/2052_mask.png
1173,dataset/2053.png,dataset/2053_mask.png
1174,dataset/2054.png,dataset/2054_mask.png
1175,dataset/2055.png,dataset/2055_mask.png
1176,dataset/2056.png,dataset/2056_mask.png
1177,dataset/2057.png,dataset/2057_mask.png
1178,dataset/2058.png,dataset/2058_mask.png
1179,dataset/2059.png,dataset/2059_mask.png
1180,dataset/206.png,dataset/206_mask.png
1181,dataset/2060.png,dataset/2060_mask.png
1182,dataset/2061.png,dataset/2061_mask.png
1183,dataset/2062.png,dataset/2062_mask.png
1184,dataset/2063.png,dataset/2063_mask.png
1185,dataset/2064.png,dataset/2064_mask.png
1186,dataset/2065.png,dataset/2065_mask.png
1187,dataset/2066.png,dataset/2066_mask.png
1188,dataset/2067.png,dataset/2067_mask.png
1189,dataset/2068.png,dataset/2068_mask.png
1190,dataset/2069.png,dataset/2069_mask.png
1191,dataset/207.png,dataset/207_mask.png
1192,dataset/2070.png,dataset/2070_mask.png
1193,dataset/2071.png,dataset/2071_mask.png
1194,dataset/2072.png,dataset/2072_mask.png
1195,dataset/2073.png,dataset/2073_mask.png
1196,dataset/2074.png,dataset/2074_mask.png
1197,dataset/2075.png,dataset/2075_mask.png
1198,dataset/2076.png,dataset/2076_mask.png
1199,dataset/2077.png,dataset/2077_mask.png
1200,dataset/2078.png,dataset/2078_mask.png
1201,dataset/2079.png,dataset/2079_mask.png
1202,dataset/208.png,dataset/208_mask.png
1203,dataset/2080.png,dataset/2080_mask.png
1204,dataset/2081.png,dataset/2081_mask.png
1205,dataset/2082.png,dataset/2082_mask.png
1206,dataset/2083.png,dataset/2083_mask.png
1207,dataset/2084.png,dataset/2084_mask.png
1208,dataset/2085.png,dataset/2085_mask.png
1209,dataset/2086.png,dataset/2086_mask.png
1210,dataset/2087.png,dataset/2087_mask.png
1211,dataset/2088.png,dataset/2088_mask.png
1212,dataset/2089.png,dataset/2089_mask.png
1213,dataset/209.png,dataset/209_mask.png
1214,dataset/2090.png,dataset/2090_mask.png
1215,dataset/2091.png,dataset/2091_mask.png
1216,dataset/2092.png,dataset/2092_mask.png
